player_id,sleeper_id,player_name,team,season,games,ppg,college,rookie_year,birth_date,carries_pg,targets_pg,receptions_pg,touches_pg,rushing_yards_pg,receiving_yards_pg,receiving_air_yards_pg,receiving_yards_after_catch_pg,total_yards_pg,rushing_tds_pg,receiving_tds_pg,total_tds_pg,rushing_epa_pg,receiving_epa_pg,total_epa_pg,rushing_first_downs_pg,receiving_first_downs_pg,gl_carries_pg,gl_targets_pg,gl_touches_pg,ypc,ypr,catch_rate,scrimmage_yds_per_touch,aDOT,tgt_sh,ay_sh,yac_sh,ry_sh,rtd_sh,dom,w8dom,carries_share,avg_snap_pct,off_snaps_pg,depth_team_wk1,is_rb1_wk1,rushing_fumbles_pg,receiving_fumbles_pg,rushing_fumbles_lost_pg,receiving_fumbles_lost_pg,games_out_seas,games_limited_seas,games_out_seas_prev,games_prev,ngs_efficiency,ngs_pct_gte_8_defenders,ngs_avg_time_to_los,ngs_ryoe_per_att,ngs_rush_pct_over_expected,ppg_yoy,carries_pg_yoy,targets_pg_yoy,total_yards_pg_yoy,total_epa_pg_yoy,avg_snap_pct_yoy,age,height,weight,draft_number,years_exp
00-0023564,246,Darren Sproles,PHI,2019,6,2.8333333333333335,Kansas State,2005.0,1983-06-20,2.8333333333333335,1.6666666666666667,1.0,3.8333333333333335,11.0,4.0,2.5,4.166666666666667,15.0,0.0,0.0,0.0,-0.8162673845799873,-0.743482141674208,-1.5597495262541952,0.5,0.16666666666666666,0.0,0.0,0.0,3.8823529411764706,4.0,0.6,3.9130434782608696,1.5,0.045871559633027525,0.007991475759190196,0.04672897196261682,0.01696113074204947,0.0,0.008480565371024734,0.013568904593639575,,0.22999999999999998,17.166666666666668,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,6.0,,,,,,-7.333333333333332,-1.9999999999999996,-2.166666666666667,-31.666666666666664,-3.536710021409788,-0.12833333333333335,36.0,66.0,190.0,,14.0
00-0024204,228,Fred Jackson,SEA,2015,15,5.180000000000001,Coe,2006.0,1981-02-20,1.7333333333333334,2.7333333333333334,2.1333333333333333,3.8666666666666667,6.666666666666667,17.133333333333333,4.733333333333333,17.066666666666666,23.8,0.0,0.13333333333333333,0.13333333333333333,-0.3189902387481804,0.6139859233770332,0.2949956846288528,0.3333333333333333,0.8,0.0,0.0,0.0,3.8461538461538463,8.03125,0.7804878048780488,6.155172413793103,1.7317073170731707,0.08971553610503283,0.018654755648975303,0.14570290267501423,0.06725987961266684,0.06060606060606061,0.06393297010936372,0.0659291158113456,,0.23375,16.0625,2.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,1.0,,,,,,,,,,,,,,34.0,73.0,215.0,,9.0
00-0024217,179,Reggie Bush,SF,2015,5,1.7400000000000002,USC,2006.0,1985-03-02,1.6,2.0,0.8,2.4,5.6,3.8,6.0,4.6,9.4,0.0,0.0,0.0,-0.8532342547280628,-1.6109122894056103,-2.464146544133673,0.0,0.2,0.0,0.0,0.0,3.5,4.75,0.4,3.9166666666666665,3.0,0.06622516556291391,0.027855153203342618,0.04389312977099236,0.021764032073310423,0.0,0.010882016036655211,0.01741122565864834,,0.174,9.4,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,30.0,72.0,205.0,2.0,9.0
00-0024217,179,Reggie Bush,BUF,2016,10,2.37,USC,,1985-03-02,1.2,1.0,0.7,1.9,-0.3,9.0,7.4,4.0,8.7,0.1,0.0,0.1,-0.5345312572346301,0.45483909327587924,-0.07969216395875094,0.2,0.6,0.0,0.0,0.0,-0.25,12.857142857142858,0.7,4.578947368421052,7.4,0.03278688524590164,0.025819958129797628,0.054945054945054944,0.04377431906614786,0.0,0.02188715953307393,0.03501945525291829,,0.11076923076923076,7.384615384615385,3.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,3.0,5.0,,,,,,0.6299999999999999,-0.40000000000000013,-1.0,-0.7000000000000011,2.384454380174922,-0.06323076923076923,31.0,72.0,205.0,,
00-0024242,306,DeAngelo Williams,PIT,2015,16,14.5875,Memphis,2006.0,1983-04-25,12.5,2.9375,2.5,15.0,56.6875,22.9375,1.0625,23.0,79.625,0.6875,0.0,0.6875,-0.13703791790546027,0.43640542205441546,0.2993675041489552,3.1875,0.9375,0.0,0.0,0.0,4.535,9.175,0.851063829787234,5.308333333333334,0.3617021276595745,0.07966101694915254,0.0028862478777589135,0.18969072164948453,0.07610949813355454,0.0,0.03805474906677727,0.06088759850684364,,0.620625,43.8125,2.0,0.0,0.1875,0.0,0.0625,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,69.0,207.0,27.0,9.0
00-0024242,306,DeAngelo Williams,PIT,2016,8,12.512500000000001,Memphis,,1983-04-25,12.25,3.375,2.25,14.5,42.875,14.75,-2.5,16.5,57.625,0.5,0.25,0.75,-0.8297939400545147,0.10490915065890499,-0.7248847893956096,2.5,0.75,0.0,0.0,0.0,3.5,6.555555555555555,0.6666666666666666,3.9741379310344827,-0.7407407407407407,0.08737864077669903,-0.006891798759476223,0.13909378292939936,0.053009883198562445,0.1,0.07650494159928123,0.062407906558849965,,0.44777777777777783,30.11111111111111,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,16.0,4.957172011661808,24.489795918367346,3.0757142857142856,,,-2.0749999999999993,-0.25,0.4375,-22.0,-1.0242522935445648,-0.17284722222222215,33.0,69.0,207.0,,
00-0024813,34,Pierre Thomas,WAS,2015,4,5.95,Illinois,2007.0,1984-12-18,3.75,2.75,2.25,6.0,16.0,21.0,4.75,15.75,37.0,0.0,0.0,0.0,0.19719001876364928,0.773312584758969,0.9705026035226183,0.75,1.0,0.0,0.0,0.0,4.266666666666667,9.333333333333334,0.8181818181818182,6.166666666666667,1.7272727272727273,0.08527131782945736,0.017179023508137433,0.12830957230142567,0.07279029462738301,0.0,0.036395147313691506,0.058232235701906415,,0.164,11.6,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,30.0,71.0,215.0,,8.0
00-0025394,184,Adrian Peterson,MIN,2015,16,16.29375,Oklahoma,2007.0,1985-03-21,20.4375,2.25,1.875,22.3125,92.8125,13.875,-0.6875,16.1875,106.6875,0.6875,0.0,0.6875,-0.9913129038232142,0.025776223643129814,-0.9655366801800844,4.4375,0.5,0.0,0.0,0.0,4.541284403669724,7.4,0.8333333333333334,4.781512605042017,-0.3055555555555556,0.07929515418502203,-0.003360831041857623,0.14325221238938052,0.06839186691312385,0.0,0.034195933456561925,0.054713493530499084,,0.64625,41.5,,,0.375,0.0625,0.1875,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,73.0,220.0,7.0,8.0
00-0025394,184,Adrian Peterson,ARI,2017,10,7.890000000000001,Oklahoma,2007.0,1985-03-21,15.6,1.9,1.1,16.7,52.9,7.0,3.5,5.5,59.9,0.2,0.0,0.2,-4.1092379595956885,-0.6198294202625065,-4.729067379858195,2.0,0.3,0.0,0.0,0.0,3.391025641025641,6.363636363636363,0.5789473684210527,3.586826347305389,1.8421052631578947,0.05352112676056338,0.011315874555447785,0.05314009661835749,0.027152831652443754,0.0,0.013576415826221877,0.021722265321955005,,0.45200000000000007,30.1,1.0,1.0,0.3,0.0,0.2,0.0,2.0,1.0,0.0,16.0,4.813100189035917,39.743589743589745,2.7797819548872176,,,-8.403749999999999,-4.8375,-0.3500000000000001,-46.7875,-3.763530699678111,-0.19424999999999992,32.0,73.0,220.0,,10.0
00-0025394,184,Adrian Peterson,WAS,2018,16,11.8125,Oklahoma,2007.0,1985-03-21,15.6875,1.625,1.25,16.9375,65.125,13.0,0.5625,12.5625,78.125,0.4375,0.0625,0.5,-1.51661200776735,0.16740136692169472,-1.3492106408456552,2.9375,0.5625,0.0,0.0,0.0,4.151394422310757,10.4,0.7692307692307693,4.612546125461255,0.34615384615384615,0.05108055009823183,0.0021454112038140644,0.13267326732673268,0.06327958624885914,0.0625,0.06288979312442958,0.06312366899908732,,0.46125,29.9375,1.0,1.0,0.125,0.0625,0.0625,0.0625,0.0,3.0,2.0,10.0,4.30589251439539,16.733067729083665,2.9177559808612443,0.2484537665774232,0.35772357723577236,3.9224999999999994,0.08750000000000036,-0.2749999999999999,18.225,3.3798567390125402,0.009249999999999925,33.0,73.0,220.0,7.0,11.0
00-0025394,184,Adrian Peterson,WAS,2019,15,9.8,Oklahoma,2007.0,1985-03-21,14.066666666666666,1.5333333333333334,1.1333333333333333,15.2,59.86666666666667,9.466666666666667,-2.8666666666666667,10.733333333333333,69.33333333333333,0.3333333333333333,0.0,0.3333333333333333,-1.705516410492904,-0.07801530697668463,-1.7835317174695886,2.7333333333333334,0.4666666666666667,0.0,0.0,0.0,4.2559241706161135,8.352941176470589,0.7391304347826086,4.56140350877193,-1.8695652173913044,0.052873563218390804,-0.01297134238310709,0.12697160883280756,0.050265486725663715,0.0,0.025132743362831857,0.040212389380530976,,0.4713333333333333,26.8,2.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,2.0,0.0,16.0,3.892694877505567,29.383886255924168,2.8557277486910997,0.48524996616189753,0.42105263157894735,-2.0124999999999993,-1.6208333333333336,-0.09166666666666656,-8.791666666666671,-0.4343210766239334,0.010083333333333333,34.0,73.0,220.0,7.0,12.0
00-0025394,184,Adrian Peterson,DET,2020,16,7.78125,Oklahoma,2007.0,1985-03-21,9.75,1.125,0.75,10.5,37.75,6.3125,-0.375,6.4375,44.0625,0.4375,0.0,0.4375,-0.7585111204551576,0.10766153904478415,-0.6508495814103734,2.125,0.25,0.0,0.0,0.0,3.871794871794872,8.416666666666666,0.6666666666666666,4.196428571428571,-0.3333333333333333,0.030927835051546393,-0.0012045773940975708,0.054583995760466346,0.022970206959290425,0.0,0.011485103479645212,0.01837616556743234,,0.29562499999999997,19.5625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.042135761589403,29.48717948717949,2.6730689655172406,-0.5017806535476439,0.27741935483870966,-2.0187500000000007,-4.316666666666666,-0.40833333333333344,-25.27083333333333,1.1326821360592152,-0.17570833333333336,35.0,73.0,220.0,7.0,13.0
00-0025394,184,Adrian Peterson,SEA,2021,4,6.65,Oklahoma,2007.0,1985-03-21,9.5,1.0,1.0,10.5,24.5,2.0,-2.75,4.75,26.5,0.5,0.0,0.5,-2.466156442897045,-0.3194112446217332,-2.7855676875187783,1.5,0.0,0.0,0.0,0.0,2.5789473684210527,2.0,1.0,2.5238095238095237,-2.75,0.027972027972027972,-0.01167728237791932,0.042316258351893093,0.008791208791208791,0.0,0.004395604395604396,0.007032967032967033,,0.2775,18.0,,,0.25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,,,,-1.1312499999999996,-0.25,-0.125,-17.5625,-2.134718106108405,-0.018124999999999947,36.0,73.0,220.0,7.0,14.0
00-0025399,745,Marshawn Lynch,SEA,2015,7,11.814285714285715,California,2007.0,1986-04-22,15.857142857142858,3.0,1.8571428571428572,17.714285714285715,59.57142857142857,11.428571428571429,0.42857142857142855,12.428571428571429,71.0,0.42857142857142855,0.0,0.42857142857142855,-1.9921453056574268,-1.803443649611636,-3.795588955269063,4.142857142857143,0.7142857142857143,0.0,0.0,0.0,3.7567567567567566,6.153846153846154,0.6190476190476191,4.008064516129032,0.14285714285714285,0.0967741935483871,0.001594048884165781,0.1288888888888889,0.049443757725587144,0.0,0.024721878862793572,0.03955500618046972,,0.6685714285714285,44.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,,,,,,,,,,,,,,29.0,71.0,215.0,12.0,8.0
00-0025399,745,Marshawn Lynch,OAK,2017,15,10.946666666666667,California,2007.0,1986-04-22,13.8,2.066666666666667,1.3333333333333333,15.133333333333333,59.4,10.066666666666666,1.0,10.933333333333334,69.46666666666667,0.4666666666666667,0.0,0.4666666666666667,-1.021046602541653,-0.19828248053866748,-1.2193290830803203,2.933333333333333,0.4,0.0,0.0,0.0,4.304347826086956,7.55,0.6451612903225806,4.590308370044053,0.4838709677419355,0.060903732809430254,0.0034626038781163434,0.10628645495787427,0.043793503480278426,0.0,0.021896751740139213,0.03503480278422274,,0.49466666666666664,30.733333333333334,1.0,1.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,7.0,7.0,3.81117117117117,33.81642512077295,2.7203817204301064,,,-0.8676190476190477,-2.057142857142857,-0.9333333333333331,-1.5333333333333314,2.576259872188743,-0.17390476190476184,31.0,71.0,215.0,12.0,10.0
00-0025399,745,Marshawn Lynch,OAK,2018,6,13.166666666666666,California,2007.0,1986-04-22,15.0,3.3333333333333335,2.5,17.5,62.666666666666664,14.0,-1.0,15.0,76.66666666666667,0.5,0.0,0.5,-0.4599029882887433,-0.23378237745909133,-0.6936853657478347,3.3333333333333335,1.0,0.0,0.0,0.0,4.177777777777778,5.6,0.75,4.380952380952381,-0.3,0.08583690987124463,-0.004225352112676056,0.09036144578313253,0.04711160964666293,0.0,0.023555804823331465,0.03768928771733035,,0.49666666666666676,34.833333333333336,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.1075531914893615,23.333333333333332,2.8322926829268296,-0.033124596609955745,0.4943820224719101,2.219999999999999,1.1999999999999993,1.2666666666666666,7.200000000000003,0.5256437173324856,0.002000000000000113,32.0,71.0,215.0,,11.0
00-0025637,78,Ahmad Bradshaw,IND,2015,6,7.1499999999999995,Marshall,2007.0,1986-03-19,5.166666666666667,2.3333333333333335,1.6666666666666667,6.833333333333333,14.166666666666666,10.666666666666666,1.8333333333333333,9.0,24.833333333333332,0.0,0.5,0.5,-1.1726393276582832,0.7416761924299257,-0.4309631352283576,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,2.7419354838709675,6.4,0.7142857142857143,3.6341463414634148,0.7857142857142857,0.055776892430278883,0.005080831408775982,0.08269525267993874,0.03864734299516908,0.21428571428571427,0.12646652864044167,0.07377501725327812,,0.365,26.333333333333332,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,70.0,217.0,250.0,8.0
00-0026019,735,Danny Woodhead,SD,2015,16,15.19375,Chadron State,2008.0,1985-01-25,6.125,6.625,5.0,11.125,21.0,47.1875,4.9375,44.5625,68.1875,0.1875,0.375,0.5625,-0.8811977419834333,0.7843606990587435,-0.09683704292468975,1.3125,2.4375,0.0,0.0,0.0,3.4285714285714284,9.4375,0.7547169811320755,6.129213483146067,0.7452830188679245,0.15892053973013492,0.016329061595700703,0.2719298245614035,0.15550978372811536,0.2,0.17775489186405768,0.1644078269824923,,0.510625,37.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,68.0,200.0,,7.0
00-0026019,735,Danny Woodhead,BAL,2017,8,7.325,Chadron State,2008.0,1985-01-25,1.75,4.875,4.125,5.875,7.0,25.0,13.5,14.75,32.0,0.0,0.0,0.0,-0.3457432878245354,0.05751141326229381,-0.2882318745622416,0.25,1.125,0.0,0.0,0.0,4.0,6.0606060606060606,0.8461538461538461,5.446808510638298,2.769230769230769,0.14130434782608695,0.05809575040344271,0.14303030303030304,0.1154068090017311,0.0,0.05770340450086555,0.09232544720138489,,0.28500000000000003,19.625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,,,,-7.8687499999999995,-4.375,-1.75,-36.1875,-0.19139483163755183,-0.22562499999999996,32.0,68.0,200.0,,9.0
00-0026069,182,Mike Tolbert,CAR,2016,15,2.3066666666666666,Coastal Carolina,2008.0,1985-11-23,2.3333333333333335,1.0,0.6666666666666666,3.0,7.6,4.8,-0.26666666666666666,5.533333333333333,12.4,0.0,0.06666666666666667,0.06666666666666667,-0.4518554665584025,-0.606826251419261,-1.0586817179776635,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,3.257142857142857,7.2,0.6666666666666666,4.133333333333334,-0.26666666666666666,0.027985074626865673,-0.0007401924500370096,0.058865248226950356,0.01893740136770121,0.05,0.034468700683850606,0.02514992109416097,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,30.0,69.0,250.0,,8.0
00-0026069,182,Mike Tolbert,BUF,2017,12,4.208333333333333,Coastal Carolina,2008.0,1985-11-23,5.5,1.4166666666666667,1.1666666666666667,6.666666666666667,20.583333333333332,6.5,3.4166666666666665,4.0,27.083333333333332,0.08333333333333333,0.0,0.08333333333333333,-1.1127318660067225,-0.38464142723629874,-1.4973732932430213,0.75,0.16666666666666666,0.0,0.0,0.0,3.742424242424242,5.571428571428571,0.8235294117647058,4.0625,2.411764705882353,0.04941860465116279,0.01423116973273169,0.04747774480712166,0.03363518758085381,0.0,0.016817593790426907,0.026908150064683053,,,,2.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,3.0,0.0,0.0,15.0,,,,,,1.9016666666666664,3.1666666666666665,0.41666666666666674,14.683333333333332,-0.43869157526535774,,31.0,69.0,250.0,,9.0
00-0026144,326,Darren McFadden,DAL,2015,16,12.35625,Arkansas,2008.0,1987-08-27,14.9375,3.3125,2.5,17.4375,68.0625,20.5,-0.25,19.8125,88.5625,0.1875,0.0,0.1875,-0.8234755103642126,-0.6350260531016368,-1.4585015634658496,3.25,0.75,0.0,0.0,0.0,4.556485355648536,8.2,0.7547169811320755,5.078853046594982,-0.07547169811320754,0.10037878787878787,-0.0009869232667160128,0.17919728660260034,0.08920315474571662,0.0,0.04460157737285831,0.0713625237965733,,0.6056250000000001,38.4375,2.0,0.0,0.1875,0.0,0.125,0.0,0.0,1.0,,,,,,,,,,,,,,28.0,73.0,220.0,4.0,7.0
00-0026153,218,Jonathan Stewart,CAR,2015,13,12.523076923076925,Oregon,2008.0,1987-03-21,18.615384615384617,1.6153846153846154,1.2307692307692308,19.846153846153847,76.07692307692308,7.615384615384615,-1.0769230769230769,9.0,83.6923076923077,0.46153846153846156,0.07692307692307693,0.5384615384615384,-1.1332917518408718,0.1658644756214227,-0.9674272762194491,3.230769230769231,0.38461538461538464,0.0,0.0,0.0,4.086776859504132,6.1875,0.7619047619047619,4.217054263565892,-0.6666666666666666,0.0525,-0.00333889816360601,0.10684931506849316,0.03195610071013557,0.03571428571428571,0.03383519321221064,0.0327077377109656,,0.6623076923076923,46.69230769230769,1.0,1.0,0.23076923076923078,0.0,0.15384615384615385,0.0,3.0,1.0,,,,,,,,,,,,,,28.0,70.0,235.0,13.0,7.0
